text,label,persona,source_type,scenario
"Still same shit lah, you just scroll and like. We got people paying big money for fake engagement. You just stand there earn money while they flex their product.",job_scam,ah_beng,synthetic,Social Media Boosting - Task Instructions
"Just follow my pattern lah. I give you the pattern, you just copy and earn. Don’t act smart, act dumb sia.",job_scam,ah_beng,synthetic,Social Media Boosting - Task Instructions
"You just act like normal person lor. Like their Shopee post, follow their Insta, pay for their channel views. We make money while you sit there chill.",job_scam,ah_beng,synthetic,Social Media Boosting - Task Instructions
"Easy lah. Go like some Shopee products or follow random Insta pages. We pay you every week, no stress. You just sit there and earn.",job_scam,ah_beng,synthetic,Social Media Boosting - Task Instructions
"Good lah. You just do the boring task, then later come claim your commission. I guarantee you later flex your Carousell buy high sell high story.",job_scam,ah_beng,synthetic,Social Media Boosting - Task Instructions
Now you scroll lor. I pay you for every like or subscribe. Don’t act smart—this job for amateurs like you.,job_scam,ah_beng,synthetic,Social Media Boosting - Task Instructions
"First you just do what I say lah. I give you tasks every few hours. You just follow, like, subscribe. Later when you steady, I boost your page or find you buyers.",job_scam,ah_beng,synthetic,Social Media Boosting - Task Instructions
"Bro, you come right? Got opportunity lah. Just buy product, give us review, we pay you plus give commission. Easy mode one.",job_scam,ah_beng,synthetic,Shopee/Lazada Product Review Scam
"Good lah. I see people like you every day but only a few can play until the end. First step is you buy the product first, I cover the shipping. Later I reimburse plus commission.",job_scam,ah_beng,synthetic,Shopee/Lazada Product Review Scam
"Wah finally got person interested lah. I got product you just review, I handle the rest. You just sit there earn money while other people doing kena scam shit.",job_scam,ah_beng,synthetic,Shopee/Lazada Product Review Scam
"Job? What kind of job ah? If not fake review then what? I do everything, just don’t expect real salary lah.",job_scam,ah_beng,synthetic,Shopee/Lazada Product Review Scam
"First few days maybe $100 lah, later steady at $300-$500 if you work hard. But later also get tahan la, some people come cheat one.",job_scam,ah_beng,synthetic,Shopee/Lazada Product Review Scam
"Bro, what's up? Need help or what? I got work for you, guaranteed pay.",job_scam,ah_beng,synthetic,Shopee/Lazada Product Review Scam
"Good lah. First you buy the product, any brand, as long as got shipping cost. Then I reimburse you plus give you commission. I got many sellers waiting to give me product to review lor.",job_scam,ah_beng,synthetic,Shopee/Lazada Product Review Scam
"Bro, now got so many people want quick money lah. I got opportunity, guaranteed not scam this time. You just act like real customer, then later I pay you plus give commission.",job_scam,ah_beng,synthetic,Shopee/Lazada Product Review Scam
"Job? Got lah. I just waiting for people like you come play. Give you money, give you commission, you just fake review only.",job_scam,ah_beng,synthetic,Shopee/Lazada Product Review Scam
"First month confirm at least $1k lah. But later no pay, all bluff until they come cry.",job_scam,ah_beng,synthetic,Shopee/Lazada Product Review Scam
"Bro, how you? Looking for something to earn bucks right? I got opportunity, but need you use your own cash first.",job_scam,ah_beng,synthetic,Shopee/Lazada Product Review Scam
"Good lah, interested already? Stahp sia, first step is you buy first. I give you product, you use, then you sell back. I come take the profit.",job_scam,ah_beng,synthetic,Shopee/Lazada Product Review Scam
"Eh bro, now got so many people selling shit on Shopee. I got solution lah. You buy their product, give me code, I make you look like real customer. Later you return, I reimburse plus extra cash. Easy money one.",job_scam,ah_beng,synthetic,Shopee/Lazada Product Review Scam
"Job? Got lah. But you need to use your own money first. Buy the product, we later reimburse plus commission.",job_scam,ah_beng,synthetic,Shopee/Lazada Product Review Scam
"First few days maybe $100 lah, later steady. But you need to buy first, use your own cash lor.",job_scam,ah_beng,synthetic,Shopee/Lazada Product Review Scam
"Bro, need help or what? Got opportunity for you lah, don’t play play.",job_scam,ah_beng,synthetic,Shopee/Lazada Product Review Scam
"Wah finally got person lah. I wait a while no one reply. You just buy any product, I give you script and pay you after.",job_scam,ah_beng,synthetic,Shopee/Lazada Product Review Scam
"Eh bro, now trending sia. You write review, we give you commission plus back the money. Easy money one.",job_scam,ah_beng,synthetic,Shopee/Lazada Product Review Scam
"Job ah? Got lah. But you need to use your own money first. Buy the product, we make money when it sell.",job_scam,ah_beng,synthetic,Shopee/Lazada Product Review Scam
"First month confirm at least 5k lah. If lucky, 10k no problem. But you need hustle a bit. Later month maybe steady.",job_scam,ah_beng,synthetic,Shopee/Lazada Product Review Scam
"Welcome bro, come join us lah. We got money, you just stand there click a few things. You earn while you chill.",job_scam,ah_beng,synthetic,Crypto/Investment Task Group
"Eh not for lao, this one for those with spare money and don’t care about losing more. You just deposit, then we make you rich while you sit like decorator.",job_scam,ah_beng,synthetic,Crypto/Investment Task Group
"Easy lah. I give you the link. You just send me $10, then I show you the scammy website. Later you work for us, we give you commission.",job_scam,ah_beng,synthetic,Crypto/Investment Task Group
"Freelancing better lah, but need more effort. This one easy, just don’t be stupid enough to invest your entire bank.",job_scam,ah_beng,synthetic,Crypto/Investment Task Group
"Wah finally someone not scam until the bank crying. I got group now, but you need to deposit first lor. I tahan your money like I tahan my mother’s chicken eggs.",job_scam,ah_beng,synthetic,Crypto/Investment Task Group
"Welcome bro. Got free money waiting lor. You just deposit, then we make you bundle like shit.",job_scam,ah_beng,synthetic,Crypto/Investment Task Group
"Eh not for chai tea lovers ah. This one for people who like to play numbers and whack numbers at the same time. You just sit there, put money in, and let the bots do the work lor.",job_scam,ah_beng,synthetic,Crypto/Investment Task Group
"First you deposit, then we give you tasks. You use your own wallet, we just give you work. Later you come claim your commission.",job_scam,ah_beng,synthetic,Crypto/Investment Task Group
Freelancing better lah. But need hustle. You want easy money? That kind of thing all scam one.,job_scam,ah_beng,synthetic,Crypto/Investment Task Group
"Wah finally someone genuine sia. You want easy money right? We solve your problem one. Just later come, I show you the magic.",job_scam,ah_beng,synthetic,Crypto/Investment Task Group
"Wah hi bro, interested? I got opportunity, guaranteed make you rich like crypto scam sia. Just need $100 to start, then you scale up.",job_scam,ah_beng,synthetic,Crypto/Investment Task Group
"Eh not for lao, this one for those who got free time and不怕lose money lah. You just deposit, we do the crypto whack like car shit.",job_scam,ah_beng,synthetic,Crypto/Investment Task Group
"Simple lah. You just need $100 to start. We give you trading bot, you just confirm when to sell. We guarantee at least 10% return every week.",job_scam,ah_beng,synthetic,Crypto/Investment Task Group
"Freelancing better lah. But you want stable income? Then crypto task can, just need money to start.",job_scam,ah_beng,synthetic,Crypto/Investment Task Group
"Good lah. You come in, we train you like shit. Then you trade for us. We give you commission, guaranteed make you rich.",job_scam,ah_beng,synthetic,Crypto/Investment Task Group
"Welcome bro! Ready to make crypto bucks or not? I got group of people earning like shit sia. You just deposit, then we find people to use your money. You sit there earn commission only.",job_scam,ah_beng,synthetic,Crypto/Investment Task Group
"Crypto affiliate shiok lah. You just sit home, they do the work, you earn commission. But first you need to put in money lor.",job_scam,ah_beng,synthetic,Crypto/Investment Task Group
"Simple lah. You just need $100 to start. We provide the platform, you just sit home and click. We guarantee you make more than your broker.",job_scam,ah_beng,synthetic,Crypto/Investment Task Group
"Freelance better lah. Part time job confirm kena cap. This one got money, just don’t play play.",job_scam,ah_beng,synthetic,Crypto/Investment Task Group
"Wah finally someone not scammy lah. You want money or want to die sia? I give you real opps, but you need to put money in first.",job_scam,ah_beng,synthetic,Crypto/Investment Task Group
"Hey! Got time? I can whack you with the best work-from-home opportunity. $50 an hour, you just type and click lor.",job_scam,ah_beng,synthetic,Work From Home Data Entry
"Part time my fav lah. We need people like you. But first you pay $29 registration fee first, then we give you job.",job_scam,ah_beng,synthetic,Work From Home Data Entry
"Got lah, legit one this time. Just need $20 to start. Then you work, we pay you.",job_scam,ah_beng,synthetic,Work From Home Data Entry
"Hi lah. Got opportunity for you bro. Work from home, no commute, earn big money. But first you need to register.",job_scam,ah_beng,synthetic,Work From Home Data Entry
"Got one lah. Work from home, no commute, pay you big money. But first you need to pay a bit of money to register.",job_scam,ah_beng,synthetic,Work From Home Data Entry
"Hey lah! Got work for you ah. Data entry or admin, your keyboard do all the work. Pay you big money, you just type lor.",job_scam,ah_beng,synthetic,Work From Home Data Entry
"Wah finally got real customer lah! I got big opportunity for you bro. Easy work, pay you big money.",job_scam,ah_beng,synthetic,Work From Home Data Entry
"Got lah. We provide work-from-home opportunities. You work, we pay. But first, you need to register.",job_scam,ah_beng,synthetic,Work From Home Data Entry
"Hi lah! Got work ah. Data entry, admin, you type we pay. But first you need to pay $10 registration fee lor.",job_scam,ah_beng,synthetic,Work From Home Data Entry
"Got one lah, data entry and admin work only. Pay you $50 an hour, confirm not like those scammy $10/hr shit you see everywhere.",job_scam,ah_beng,synthetic,Work From Home Data Entry
"Bro, got work opps lor. We need people like you to type and manage emails. Pay you big money, but first you pay $100 registration fee.",job_scam,ah_beng,synthetic,Work From Home Data Entry
"Oei oei, need part time also can lah. But first you pay $199 registration fee lor, then later you work we confirm pay you.",job_scam,ah_beng,synthetic,Work From Home Data Entry
"Got lah, real one. We need people like you to type and manage data for big companies. Pay you like boss, but first you pay $100 registration fee.",job_scam,ah_beng,synthetic,Work From Home Data Entry
"Hi bro, got work lor. Data entry, admin, you type we pay. $50 an hour, confirm legit.",job_scam,ah_beng,synthetic,Work From Home Data Entry
"Got one lah. Work from home, no travel, no commute. Just sit there type numbers and click things. Pay you big money per hour.",job_scam,ah_beng,synthetic,Work From Home Data Entry
"Hello lah! Need admin or data entry work? Got jobs waiting for you lor. But first, you need to register.",job_scam,ah_beng,synthetic,Work From Home Data Entry
"Part time? Oei can lah. We got $50 an hour, but first you pay $99 registration fee lor. Later you earn, then you know how we cheat you.",job_scam,ah_beng,synthetic,Work From Home Data Entry
"Got lah, but you need to pay first. Registration fee $100 or buy our starter kit $299. Later you work for us, we pay you.",job_scam,ah_beng,synthetic,Work From Home Data Entry
"Hi bro, got opportunity lah. Work from home, no commute, pay you big money. But first you need to register.",job_scam,ah_beng,synthetic,Work From Home Data Entry
"Got one lah, work from home only, type type, earn money. But first you need to pay $29 registration fee.",job_scam,ah_beng,synthetic,Work From Home Data Entry
"Bro, got work lor. Simple one. Just receive money, then send to another account. You keep 10% only. No risk, no effort.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment
"Just receive money and send to another account lah. Simple sia. You keep 10%, the rest go to some rich person’s bank account.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment
"Ya easy lah, just receive and transfer. Got people pay you every few hours. Don’t play play, this one legit.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment
"Easy lah. You get the money, then send it to another account. We keep 10% only. You just act like you receive, then forward. Don’t touch the money, just pass it on.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment
Good lah. I got work waiting. You just keep receipt and send to me. I give you 10%. Easy money one.,job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment
"Bro, got work ah. Easy money. Just receive then send. Don’t need your brain, just your hands and fast lah.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment
Just receive money and send to another account lah. Simple sia. You keep 10% only. Don’t need big brain.,job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment
"Easy lor, but you need people. Just receive and send. We give you the customers. You just sit there earn.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment
"You just get the money, keep 10%, then send the rest to the other account. Simple lah, no brain needed.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment
"Good lah. I need people who can keep their mouth shut. You just receive money, send to other account, I give you 10%. Simple, right?",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment
"Wah suddenly got reply ah, scary sia. I working lor, need people like you to help transfer money.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment
"Just receive money from one account, then send to another one. Like money courier but without the risk. You keep 10%, the rest go to some lucky person.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment
"Ya easy lah, just transfer money from one account to another. Got people need fast cash, pay you commission.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment
"You just receive money from some people, then send it to their other account lah. Simple right? We keep 10% only, the rest all yours.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment
"Wah finally got someone. I need people who can keep their mouth shut. You just receive money, send to other account. I give you 10%.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment
"Wah hi hi, got time? I need help transfer money lah. You just receive and send, I keep 10% only.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment
"Easy lah, just receive money then send back. Like money courier but without the guns. You keep 10%, the rest go to someone else.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment
"Eh not easy lah, but easier than kena CPF snatch. Just receive and forward. Got people pay us every day.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment
"You just get the money, then send it to another account lah. We give you 10% commission. Simple right?",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment
Good lah. I got work for you. Transfer money between accounts. You just receive then send. I give you 10% commission. Easy money lor.,job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment
"Recruiters lah, just like the others. But this one got more money. You want work or not?",job_scam,ah_beng,synthetic,Fake Recruitment Agency
Hi lah! Got your resume or your passport size photo can also. I represent a big company but need you pay first $1000 for background check.,job_scam,ah_beng,synthetic,Fake Recruitment Agency
"Good lah, we got big opportunity for you. But first you pay $500 for background check and training. Later you work for us, earn more later.",job_scam,ah_beng,synthetic,Fake Recruitment Agency
"Data Analyst lah, or Marketing Executive. Salary around $8–$10k but you need to pay $2k first lor. Got medical insurance and long leave.",job_scam,ah_beng,synthetic,Fake Recruitment Agency
"JobStreet, LinkedIn, just scroll too long lah. People everywhere want money.",job_scam,ah_beng,synthetic,Fake Recruitment Agency
"Recruitment agent lah. Got your job waiting. Pay first, work later.",job_scam,ah_beng,synthetic,Fake Recruitment Agency
"Wah finally someone reply. I’m from Talent Connect. Got your resume lor. I see your work experience, quite solid lah.",job_scam,ah_beng,synthetic,Fake Recruitment Agency
"Good lah, then you got luck. I got position waiting for you. But first you pay $300 registration fee lor.",job_scam,ah_beng,synthetic,Fake Recruitment Agency
"Eh, first they say data analyst, later shift to AI engineer. Always play play lah. Got salary sweet, but you pay first like shit.",job_scam,ah_beng,synthetic,Fake Recruitment Agency
"Got your number from JobStreet lah. You just confirm your resume match, then I send you the job. Got big money there, but you pay first.",job_scam,ah_beng,synthetic,Fake Recruitment Agency
"Recruitment agency lah, looking for people like you to fill high-paying positions. Got many openings, just want to know your skills first.",job_scam,ah_beng,synthetic,Fake Recruitment Agency
"Wah finally someone reply. I’m from Talent Connect, help people find better jobs. I see your resume, got perfect match lah.",job_scam,ah_beng,synthetic,Fake Recruitment Agency
"Good lah, I got many opportunities for you. But first you pay $1000 or $2000 first, then later you get pay.",job_scam,ah_beng,synthetic,Fake Recruitment Agency
"Data Analyst lah. Big tech company. Got salary but you need to pay $1k first lor. Training, background check, everything.",job_scam,ah_beng,synthetic,Fake Recruitment Agency
"Got your number from JobStreet lah. You just come in my circle, then I whack you with opportunity.",job_scam,ah_beng,synthetic,Fake Recruitment Agency
"Recruitment agent lah. Got a big offer for you. High salary, but first you pay $500 for background check lor.",job_scam,ah_beng,synthetic,Fake Recruitment Agency
"Wah suddenly got reply ah. I cold email like shit one, now finally warm. You want job or what?",job_scam,ah_beng,synthetic,Fake Recruitment Agency
"Good lah, I got many opportunities for you. But first, you need to pay $500 for background check and $1000 for training. Later you earn more than your CPF one.",job_scam,ah_beng,synthetic,Fake Recruitment Agency
"Senior Data Analyst lah, at Big Tech company. Pay shit, but later promote you to C-suite. Got many fake references, just act sincere.",job_scam,ah_beng,synthetic,Fake Recruitment Agency
"I work for a big agency lah. You just show up my chat, I send you the offer. Got salary up the roof, but you pay first like hell.",job_scam,ah_beng,synthetic,Fake Recruitment Agency
"Wah hi bro, how’s your day? Busy or got time kill ah? I got work for you lah, guaranteed pay.",job_scam,ah_beng,synthetic,Survey Completion Scam
"Got lah, part time only. But not every job pay real money. I select only legit ones.",job_scam,ah_beng,synthetic,Survey Completion Scam
"First few free lah, then $10-$20. But later you see, always got some scam twist.",job_scam,ah_beng,synthetic,Survey Completion Scam
"Good lah. First 3 surveys free, I give you the link. Complete one, confirm you like my pattern. Then you decide if pay later or not.",job_scam,ah_beng,synthetic,Survey Completion Scam
"Real until you pay lor. First few surveys free, then suddenly ask for $5 membership or $10 deposit. You earn $10, pay $15, still broke sia.",job_scam,ah_beng,synthetic,Survey Completion Scam
"Eh hello! Want earn money online right? I got the legit one. First 3 surveys free, then you pay $5 to unlock real pay lor.",job_scam,ah_beng,synthetic,Survey Completion Scam
"Got lah, part time only. But not like real job. You just complete survey then get pay.",job_scam,ah_beng,synthetic,Survey Completion Scam
"First 5 free lah. After that, $3-$5 per survey lor. But later also got those $10-$20 ones, but only for paid members.",job_scam,ah_beng,synthetic,Survey Completion Scam
"Good lah. First 5 surveys free, you just need to complete one a day. After that, want more pay then you pay lor.",job_scam,ah_beng,synthetic,Survey Completion Scam
"Real until you pay lor. First few surveys free, then suddenly ask for fee. Later the survey sound like scam one, but people still fall.",job_scam,ah_beng,synthetic,Survey Completion Scam
"Wah hi hi, want earn money right? I got sure thing for you lah. Just complete survey, get paid.",job_scam,ah_beng,synthetic,Survey Completion Scam
"Part time lah. But not like real part time. You just complete survey, then later pay like shit.",job_scam,ah_beng,synthetic,Survey Completion Scam
"First 3 surveys free lah, around $1-2 each. But later only give to paid members. $5 a month lor, unlock all the surveys.",job_scam,ah_beng,synthetic,Survey Completion Scam
"Good lah. First 3 surveys free, just complete and earn money. But later want serious money, need pay $5-$10 to verify your identity.",job_scam,ah_beng,synthetic,Survey Completion Scam
"Real until you pay lor. First few surveys free, then you read the small print and see it's pay-to-play nonsense.",job_scam,ah_beng,synthetic,Survey Completion Scam
"Part time lah, but not free money. You do survey, we pay you. Around $10-$20 per piece, lor.",job_scam,ah_beng,synthetic,Survey Completion Scam
"First few free lah, then later charge you $5 or $10 to unlock real shiok ones. Later even fake you out until you want to slap the screen.",job_scam,ah_beng,synthetic,Survey Completion Scam
"Good lah. First 3 surveys free, I give you the link. After you complete those, then I show you the real one. Don’t get cheebye until the end.",job_scam,ah_beng,synthetic,Survey Completion Scam
"Real lah, but only if you don’t expect real pay. First few surveys free, then you pay to play. Classic scam pattern.",job_scam,ah_beng,synthetic,Survey Completion Scam
"Eh bro, don’t play play. This kind of opportunity come only once every few years. You wait, you miss. People like you confirm die slowly.",job_scam,ah_beng,synthetic,Pressure and Urgency Messages
"Don’t 'think' bro, just decide lah. You think long keng, other people already making money while you stand there act smartass.",job_scam,ah_beng,synthetic,Pressure and Urgency Messages
"Legit lah, but only for those who don’t think first. You confirm earn, but only if you act fast. Don’t be slow cook your fortune hor.",job_scam,ah_beng,synthetic,Pressure and Urgency Messages
"Scared is normal lah. But if you scared, then you confirm lose. Other people already making money every hour. You sit there kena pressure until your wallet disappear.",job_scam,ah_beng,synthetic,Pressure and Urgency Messages
"Later lah? You want later my friend, then go find someone else lah. I don’t hold your hand like auntie tekan. You want results or you want free ride home?",job_scam,ah_beng,synthetic,Pressure and Urgency Messages
"Not sure? You come here to confirm, not confirm you indecisive lah. Put the numbers in, then you see how much money you make.",job_scam,ah_beng,synthetic,Pressure and Urgency Messages
"Think what? This not think long type. Put in now, take out later. You think I give free money?",job_scam,ah_beng,synthetic,Pressure and Urgency Messages
"Legit lah, but only if you throw your bank into us. You want free money or no? We give you results, but you need to pump.",job_scam,ah_beng,synthetic,Pressure and Urgency Messages
What you scared of? Got no money then go food festiao lah. Don’t be weak sia. You want stable income or you prefer die of hunger?,job_scam,ah_beng,synthetic,Pressure and Urgency Messages
Later what? You want to play long game ah? I don’t do slow love story. I give results or you go back to whack salary slip like uncle keng.,job_scam,ah_beng,synthetic,Pressure and Urgency Messages
"Not sure? You come here to confirm lah. Don’t be slow like snail. Other people already making money, you stand there kena die.",job_scam,ah_beng,synthetic,Pressure and Urgency Messages
Think what? This not for thinkers lah. Got people thinking and still losing money every week. You want guaranteed return or not?,job_scam,ah_beng,synthetic,Pressure and Urgency Messages
"Legit lah, but only if you act fast. First 5 people already making $10k each. You want in or not?",job_scam,ah_beng,synthetic,Pressure and Urgency Messages
"Scared is normal lah, but don’t be scared until you start leg. You see those results, they made money while you still counting rice. Don’t be stupid, go in or fuck outside.",job_scam,ah_beng,synthetic,Pressure and Urgency Messages
"Later? No lah. We don’t wait around. Put in now, take out later. You want results or you want to kena whack by competition?",job_scam,ah_beng,synthetic,Pressure and Urgency Messages
"Not sure? You come here to doubt, you die lah. Other people already making 5K a day, you stand there kena 100 questions anot?",job_scam,ah_beng,synthetic,Pressure and Urgency Messages
Think what? This kind of thing no time to think lah. You think I give free money then disappear like some bad crypto scam? Other people already depositing like flood. You stand there kena gravity or what?,job_scam,ah_beng,synthetic,Pressure and Urgency Messages
"Legit lah, but only for those who don’t think first. You come in, you deposit, then you earn like god. But if you slow, you die.",job_scam,ah_beng,synthetic,Pressure and Urgency Messages
"Scared is normal lah. But if you scared then you confirm lose money. I see so many people like you come in, talk cock and then disappear. You just top up and ride until the bank confirm give you money.",job_scam,ah_beng,synthetic,Pressure and Urgency Messages
"Later what ah? You want to play long game? No lah, this kind of opportunity only for people who act fast. You want result or you want to kena CM last until your balls drop?",job_scam,ah_beng,synthetic,Pressure and Urgency Messages
"Of course lah, still open. I just need people to type and click things for me. You want money, I give you.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads
"Wah finally got person interested lah. I like how you scroll fast, don’t shy one. Interested then send your CV or just whack me your number lor.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads
"Just DM me lah bro, I reply fast. Don’t be slow, I busy receiving people like mosquito.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads
"Wah still got people curious ah? I always got work lah. Just send your CN2 or CPF card, I confirm you get paid.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads
"Eh of course lah. Simple work only, just click, scroll, fill shit. Pay per task, no stress. You just show up, we pay you.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads
"Of course lah, still open. I just need 2-3 people for now. You do simple stuff like data entry or just browse websites, not need big brain.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads
"Wah finally someone not scared of rejection sia. I work like this every day, got 10 people want to kill me every week. You just reply me, I send your WhatsApp number.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads
"Just DM me lah, don’t be shy. I busy answering phones but got time for people who want quick money.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads
Of course lah! Always hiring. Got so many people want to cheat us one until they talk cock again.,job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads
"Of course lah, I answer all your questions. Just ask away. I like to make sure people not scam scam until they cry to their mother.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads
Still available lah! But only 3-5 people can work each round. You want to try?,job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads
"Wah finally someone genuine sia. I need people like you to fill my project. First step is send me your WhatsApp, show me your face. Then I confirm the task lor.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads
"Click the link I give you lor. Fill in your details, then wait for reply. I give you real money, not some fake crypto shit.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads
"Wah still got people curious ah. I already got 5 people waiting in queue behind you lah. Don’t play play, want money or wat?",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads
"Of course lah, I answer all your questions. Just ask away, I respond faster than MRT train.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads
"Still there lah, don’t be that kind of person always ask status like waiting queue. I just want people who want quick money one.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads
