"text","label","persona","source_type","scenario"
"This is not a social call lah. MAS detected your UOB account receiving funds from a blacklisted entity. Your account will be frozen in 6 hours unless you cooperate with our investigation.","authority_scam","nsf","synthetic","MAS Financial Investigation"
"I'm Senior Inspector Loh from the MAS Compliance Enforcement team. We have evidence linking your bank accounts to terrorist financing. This is a Section 27A offence. Cooperate or face prosecution.","authority_scam","nsf","synthetic","MAS Financial Investigation"
"MAS here. Your PayNow transactions over the past 3 months show a pattern consistent with layering of illicit funds. We must verify your source of income immediately. Failure to comply means account seizure.","authority_scam","nsf","synthetic","MAS Financial Investigation"
"Standby. This is MAS Investigation Branch. Your fixed deposit and current account both flagged simultaneously. Coincidence? We don't think so. Need full verification within the hour.","authority_scam","nsf","synthetic","MAS Financial Investigation"
"Bro, you better listen. I'm from MAS and your account got red-flagged for suspicious cross-border remittances. SGD 45,000 moved to an offshore shell company. You want explain or you want lawyer?","authority_scam","nsf","synthetic","MAS Financial Investigation"
"This is Officer Lee from the Immigration and Checkpoints Authority. Your passport number was used to open multiple bank accounts in Malaysia. We suspect identity theft. Verify your details now.","authority_scam","nsf","synthetic","ICA Immigration Violation"
"ICA Investigation Unit here. Your travel records show you crossed Woodlands Checkpoint 47 times in 30 days. This pattern is consistent with smuggling activity. Explain yourself.","authority_scam","nsf","synthetic","ICA Immigration Violation"
"Confirm. I'm Inspector Ng from ICA Enforcement Division. Someone used a forged copy of your Singapore IC to apply for work permits. Case has been opened. Your cooperation is required immediately.","authority_scam","nsf","synthetic","ICA Immigration Violation"
"Roger that. ICA case number ICA-V-2026-5518. Your identity documents were found during a raid on an illegal dormitory in Geylang. Must verify your IC and passport details within 24 hours.","authority_scam","nsf","synthetic","ICA Immigration Violation"
"This is serious. ICA detected that your passport was scanned at Changi Airport Terminal 3 but you claim you never travelled. Someone is using your identity. We need to freeze your travel documents now.","authority_scam","nsf","synthetic","ICA Immigration Violation"
"Don't take this lightly ah. I'm from ICA Special Investigations. Your IC was cloned and used at Tuas Checkpoint. If you don't help us track the suspect, you become the suspect.","authority_scam","nsf","synthetic","ICA Immigration Violation"
"Affirmative. ICA here. We found your particulars in a batch of forged employment passes. 12 foreign nationals entered Singapore using documents with your IC number. You must come forward.","authority_scam","nsf","synthetic","ICA Immigration Violation"
"This is ICA Border Security Command. Your biometric data was compromised in a data breach. Until we verify your identity, your passport and IC are considered invalid. Respond now.","authority_scam","nsf","synthetic","ICA Immigration Violation"
"I am ASP Faizal from ICA Investigations. An illegal money changer in JB was caught with a photocopy of your NRIC. We are treating this as a cross-border identity fraud case.","authority_scam","nsf","synthetic","ICA Immigration Violation"
"ICA urgent notice. Your re-entry permit flagged for irregularities. Someone applied for PR using your supporting documents without authorization. Must verify within 4 hours or permit cancelled.","authority_scam","nsf","synthetic","ICA Immigration Violation"
"Confirm. I'm from MOH Fraud Response Unit. Your Medisave account shows 14 claims in one month for specialist visits. This pattern is fraudulent. Explain or face prosecution.","authority_scam","nsf","synthetic","MOH Health Fraud Unit"
"This is MOH Investigation Branch. Someone used your NRIC to claim $12,000 in CHAS subsidies at multiple polyclinics. Either you did it or your identity is compromised.","authority_scam","nsf","synthetic","MOH Health Fraud Unit"
"Roger. Officer Tan from MOH Healthcare Fraud Division. Your Medisave was used to pay for surgeries you never had. We flagged 8 suspicious claims. Immediate response required.","authority_scam","nsf","synthetic","MOH Health Fraud Unit"
"MOH alert. Your Pioneer Generation card was duplicated and used at SGH, TTSH, and NUH within 48 hours. Clearly fraudulent. We need to lock down your healthcare records now.","authority_scam","nsf","synthetic","MOH Health Fraud Unit"
"Don't play play with MOH. We detected your Medisave account draining faster than normal. $8,500 in dental claims alone this quarter. If this wasn't you, we have a bigger problem.","authority_scam","nsf","synthetic","MOH Health Fraud Unit"
"This is the Ministry of Health Compliance Division. Your CHAS card was flagged for suspicious activity across 6 GP clinics in Tampines. Each claim appears identical. Investigation opened.","authority_scam","nsf","synthetic","MOH Health Fraud Unit"
"Affirmative. MOH detected duplicate MediShield Life claims filed under your IC at two different hospitals on the same day. This constitutes healthcare fraud under the Medical Registration Act.","authority_scam","nsf","synthetic","MOH Health Fraud Unit"
"I'm Inspector Pang from MOH Special Investigations. A clinic in Hougang was raided and they had your NRIC on file for phantom consultations. You either cooperate or we refer to police.","authority_scam","nsf","synthetic","MOH Health Fraud Unit"
"MOH here. Your ElderShield claim was flagged because you don't meet the disability criteria but someone filed on your behalf. This is a serious offence. You have 12 hours to respond.","authority_scam","nsf","synthetic","MOH Health Fraud Unit"
"Standby. MOH Audit Division detected your Medisave used for traditional Chinese medicine claims totalling $6,200. These treatments are not covered. Someone is exploiting your account.","authority_scam","nsf","synthetic","MOH Health Fraud Unit"
"This is IRAS Tax Investigation Unit. We detected unreported income of $67,000 in your tax filing for YA2025. Penalty notice issued. Settle within 48 hours or we proceed with prosecution.","authority_scam","nsf","synthetic","IRAS Tax Evasion Notice"
"IRAS here. Your employer declared your income as $42,000 but your bank deposits show $128,000. The discrepancy triggers automatic investigation. You have 24 hours to explain.","authority_scam","nsf","synthetic","IRAS Tax Evasion Notice"
"Confirm. Senior Tax Officer Sim from IRAS Compliance. Case IRAS-TE-2026-7724. You owe back taxes of $15,200 including penalties and interest. Payment must be made today.","authority_scam","nsf","synthetic","IRAS Tax Evasion Notice"
"Roger. IRAS flagged your GST returns for inconsistencies. You claimed input tax on personal expenses. This is a criminal offence under the GST Act. Immediate settlement required.","authority_scam","nsf","synthetic","IRAS Tax Evasion Notice"
"Don't act blur. I'm from IRAS Enforcement. You didn't file taxes for 3 consecutive years. Accumulated penalties now at $22,800. Pay now or we garnish your bank account.","authority_scam","nsf","synthetic","IRAS Tax Evasion Notice"
"IRAS urgent notice. Your property stamp duty was underpaid by $9,400. Investigation shows deliberate undervaluation. Court summons will be issued if not settled by end of today.","authority_scam","nsf","synthetic","IRAS Tax Evasion Notice"
"This is Officer Koh from IRAS Investigation and Forensics Division. We cross-referenced your declared income against your Carousell sales and crypto transactions. Major discrepancy detected.","authority_scam","nsf","synthetic","IRAS Tax Evasion Notice"
"Affirmative. IRAS auto-assessment system flagged your return. Rental income from your HDB flat not declared. This carries a fine of up to 400% of tax undercharged. Act now.","authority_scam","nsf","synthetic","IRAS Tax Evasion Notice"
"IRAS Prosecution Division. Your company was dissolved but outstanding corporate tax of $31,000 was never settled. As director, you are personally liable. Arrest order will be issued.","authority_scam","nsf","synthetic","IRAS Tax Evasion Notice"
"I'm calling from IRAS Collections. You have been sent 4 reminder letters but no payment received. Final notice. Pay $8,900 today or we instruct your bank to freeze your accounts.","authority_scam","nsf","synthetic","IRAS Tax Evasion Notice"
"CPF Board Fraud Prevention here. Your CPF accounts detected unauthorized withdrawals totalling $34,000. We must transfer remaining balance to a government safety account immediately.","authority_scam","nsf","synthetic","CPF Board Account Freeze"
"This is Officer Cheng from CPF Board Investigation. Someone applied to withdraw your Ordinary Account funds using forged documents. Account freeze initiated. Verify your identity now.","authority_scam","nsf","synthetic","CPF Board Account Freeze"
"Roger. CPF case number CPF-F-2026-2208. Your Special Account was accessed from an overseas IP address. To protect your retirement funds, transfer everything to our secured holding account.","authority_scam","nsf","synthetic","CPF Board Account Freeze"
"CPF Board urgent. Your Retirement Account balance dropped by $18,000 overnight without any approved withdrawal. We suspect hacking. Move your funds to safety account now before more is taken.","authority_scam","nsf","synthetic","CPF Board Account Freeze"
"Don't delay. I'm from CPF Board Compliance. Your employer's CPF contributions to your account were flagged as fraudulent. The entire account is now under review. Cooperate or lose access.","authority_scam","nsf","synthetic","CPF Board Account Freeze"
"Confirm. CPF Board Security Division. Your Medisave, Ordinary, and Special accounts all compromised simultaneously. This is a coordinated attack. Immediate fund transfer to government vault required.","authority_scam","nsf","synthetic","CPF Board Account Freeze"
"This is CPF Investigation. Your housing withdrawal was flagged because the property address doesn't match records. Possible fraudulent HDB purchase. All CPF withdrawals suspended pending review.","authority_scam","nsf","synthetic","CPF Board Account Freeze"
"CPF Board here. We detected someone attempting to change your nominated beneficiaries without authorization. Your account security is breached. Must transfer funds to protected account within 3 hours.","authority_scam","nsf","synthetic","CPF Board Account Freeze"
"Standby. I'm Inspector Tay from CPF Enforcement. Your CPF-IS investment account shows trades you didn't authorize. $27,000 at risk. We can protect you but you must act now.","authority_scam","nsf","synthetic","CPF Board Account Freeze"
"CPF Board emergency line. A third party submitted false documents to withdraw your CPF for supposed property purchase at an address you don't own. Transfer funds to safety account before they succeed.","authority_scam","nsf","synthetic","CPF Board Account Freeze"
"State Courts Administration. You have been summoned to appear before District Judge Tan on Monday 9am. Case number SC-2026-04821. Failure to attend will result in a bench warrant for your arrest.","authority_scam","nsf","synthetic","Court Summons Delivery"
"This is the Supreme Court Registry. A civil suit has been filed against you by a financial institution. Claim amount $56,000. You must respond within 8 days or judgment entered against you.","authority_scam","nsf","synthetic","Court Summons Delivery"
"Confirm. Bailiff office calling. We attempted to serve court documents at your registered address but nobody home. Final attempt. If we cannot serve you, we proceed with default judgment.","authority_scam","nsf","synthetic","Court Summons Delivery"
"Roger. Family Justice Courts. Maintenance order case filed under your name. You must appear at 1 Havelock Square next Tuesday. Bring your IC and 3 months bank statements.","authority_scam","nsf","synthetic","Court Summons Delivery"
"Don't ignore this. Community Disputes Resolution Tribunal has a case against you. Neighbour complaint escalated to court order. Pay the mediation settlement of $2,800 or attend hearing.","authority_scam","nsf","synthetic","Court Summons Delivery"
"This is the State Courts e-Services system. Writ of Summons WS-2026-3381 issued in your name. Plaintiff claims breach of contract. You have 14 days to file defence or lose by default.","authority_scam","nsf","synthetic","Court Summons Delivery"
"Affirmative. Small Claims Tribunal. A merchant filed a claim of $4,200 against you for non-payment. Hearing scheduled next week at State Courts. Pay now to avoid court appearance.","authority_scam","nsf","synthetic","Court Summons Delivery"
"Court order notification. Employment Claims Tribunal case ECT-2026-0892. Your former employer claims you owe $7,500 in training bond. Settle now or face judgment and enforcement action.","authority_scam","nsf","synthetic","Court Summons Delivery"
"I'm from the Attorney General's Chambers. A criminal charge has been filed. Case involves your involvement in an online fraud ring. Surrender at State Courts within 48 hours.","authority_scam","nsf","synthetic","Court Summons Delivery"
"State Courts Bailiff Division. We are proceeding with a seizure and sale order against your assets. Outstanding judgment debt of $12,400. Last chance to make full payment before we enforce.","authority_scam","nsf","synthetic","Court Summons Delivery"
"Singapore Customs Enforcement Branch. A parcel addressed to your name and IC was intercepted at Changi Airfreight Centre. Contents include controlled substances. Explain yourself.","authority_scam","nsf","synthetic","Customs Seized Parcel"
"This is Officer Liew from Singapore Customs. Parcel tracking SG-2026-88421 contains undeclared electronics worth $14,000. Import duty and penalty total $3,200. Pay now or face prosecution.","authority_scam","nsf","synthetic","Customs Seized Parcel"
"Roger. Customs Investigation Branch. A package from China with your address was scanned and found to contain counterfeit goods. Case opened under Trade Marks Act. Respond within 24 hours.","authority_scam","nsf","synthetic","Customs Seized Parcel"
"Customs alert. Your parcel from overseas contained items on the restricted list. We are holding it at the examination facility. Pay the release fee of $1,800 or it gets destroyed and you get charged.","authority_scam","nsf","synthetic","Customs Seized Parcel"
"Affirmative. I'm from the Customs Anti-Smuggling Unit. Parcel under your name contained 200 cartons of contraband cigarettes. This carries a mandatory fine. Contact us immediately.","authority_scam","nsf","synthetic","Customs Seized Parcel"
"Singapore Customs here. Your registered address appeared on 3 separate parcels containing prohibited wildlife products. This violates CITES. Investigation commenced. You are now a person of interest.","authority_scam","nsf","synthetic","Customs Seized Parcel"
"Don't act blur. Customs flagged a parcel addressed to you at your HDB block. X-ray scan shows suspicious contents resembling pharmaceutical drugs without import permits. Serious offence.","authority_scam","nsf","synthetic","Customs Seized Parcel"
"This is Customs Prosecution Division. A courier package from Bangkok under your IC contained prohibited items. Import penalty of $5,600 assessed. Settle within 72 hours.","authority_scam","nsf","synthetic","Customs Seized Parcel"
"Confirm. Customs examination unit at PSA detected a container with goods consigned to you. Declared value doesn't match actual contents. Suspected duty evasion. Your cooperation is mandatory.","authority_scam","nsf","synthetic","Customs Seized Parcel"
"Customs Emergency Hotline. We intercepted a parcel from Shenzhen with your details. Lab test confirmed it contains precursor chemicals regulated under the Strategic Goods Act. This is national security level.","authority_scam","nsf","synthetic","Customs Seized Parcel"
"SingPass Security Alert. Your SingPass account was accessed from an IP address in Vietnam at 3:47am today. Multiple government e-services were used. Verify your identity now or account locked permanently.","authority_scam","nsf","synthetic","SingPass Compromised"
"This is the GovTech Cyber Security team. Your SingPass was used to file a police report, apply for BTO, and access your CPF all within 10 minutes. Clearly unauthorized. Respond immediately.","authority_scam","nsf","synthetic","SingPass Compromised"
"Confirm. SingPass Fraud Detection Unit. Someone used your SingPass to register 4 new businesses with ACRA. These are suspected shell companies. Your account is now flagged.","authority_scam","nsf","synthetic","SingPass Compromised"
"Roger. Your Myinfo profile was accessed and personal data exported. Name, IC, address, income all compromised. We need to verify it was not you. Provide your details for cross-reference.","authority_scam","nsf","synthetic","SingPass Compromised"
"SingPass urgent. Your account used to sign documents via Sign with SingPass that authorize bank loan applications. $200,000 in loans pending under your name. Must cancel immediately.","authority_scam","nsf","synthetic","SingPass Compromised"
"Don't take this lightly. I'm from GovTech Incident Response. Your SingPass was used to apply for a new passport and change your registered address. Someone is stealing your identity.","authority_scam","nsf","synthetic","SingPass Compromised"
"This is SingPass Support escalation. Your 2FA was bypassed using a SIM swap attack. The attacker now has full access to all government services. We must lock your account and verify you.","authority_scam","nsf","synthetic","SingPass Compromised"
"SingPass breach notification. Your credentials found on a dark web marketplace along with 500 other Singaporeans. Your account was accessed 12 times in the last hour. Verify identity to regain control.","authority_scam","nsf","synthetic","SingPass Compromised"
"Affirmative. GovTech detected your SingPass used to withdraw CPF funds and change your GIRO arrangements. If this was not you, every minute you delay means more damage.","authority_scam","nsf","synthetic","SingPass Compromised"
"SingPass Security Division. Your account was used to access HealthHub and view your medical records, then forward them to an unknown email. Possible blackmail setup. Respond now.","authority_scam","nsf","synthetic","SingPass Compromised"
"This is Colonel Teo from MINDEF Security and Intelligence Division. Your security clearance has been revoked with immediate effect. Classified documents from your unit were found on a public server.","authority_scam","nsf","synthetic","SAF/MINDEF Security Clearance"
"Affirmative. SAF Counter-Intelligence Branch. Your SAF100 portal account was accessed from an unauthorized device in a foreign country. This is a serious breach. Report to CMPB immediately.","authority_scam","nsf","synthetic","SAF/MINDEF Security Clearance"
"MINDEF urgent. Your security vetting file shows contact with foreign intelligence operatives. Whether intentional or not, your clearance is suspended. Cooperate with our investigation now.","authority_scam","nsf","synthetic","SAF/MINDEF Security Clearance"
"Roger. I'm Major Lim from MINDEF Inspector General's Office. An internal audit found classified training materials on your personal cloud storage. This violates the Official Secrets Act.","authority_scam","nsf","synthetic","SAF/MINDEF Security Clearance"
"Don't play play with national security. MINDEF detected your NS Portal credentials used to access restricted personnel records. 200 servicemen's data potentially compromised because of you.","authority_scam","nsf","synthetic","SAF/MINDEF Security Clearance"
"This is SAF Provost Unit. A report was filed alleging you shared photos of restricted military installations on social media. Investigation under Section 5 of the Official Secrets Act.","authority_scam","nsf","synthetic","SAF/MINDEF Security Clearance"
"MINDEF Internal Security Department. Your encrypted SAF email was compromised. Classified exercise plans for Wallaby 2026 may have been leaked. You are the primary person of interest.","authority_scam","nsf","synthetic","SAF/MINDEF Security Clearance"
"Confirm. CMPB Investigation Branch. Your IPPT and medical records were accessed by an unauthorized third party through your NS Portal. This is a data breach linked to your credentials.","authority_scam","nsf","synthetic","SAF/MINDEF Security Clearance"
"SAF Military Police. We received intelligence that your camp access card was cloned and used to enter a restricted zone in Tengah Air Base. You must surrender for questioning.","authority_scam","nsf","synthetic","SAF/MINDEF Security Clearance"
"This is MINDEF Cyber Defence Group. Malware traced back to your personal device infected the MINDEF network. Potential exposure of classified defense procurement data. Report immediately.","authority_scam","nsf","synthetic","SAF/MINDEF Security Clearance"
